id,name,category,standard,coverage,scope,base_product,machining,n_tabs,tabs,current_tabs,n_live_links,vendors,text_only_sources,aliases,notes,qty:voron-2.4,qty:voron-trident,qty:voron-0.2,qty:voron-switchwire,qty:voron-cascade,qty:stealthburner,qty:optional-parts,qty:tools,qty:afterburner,qty:voron-m4,qty:mobius-3.1,qty:jetpack,qty:voron-0,qty:voron-0.1,qty:voron-1.8,qty:voron-1.6.2,qty:voron-2.2,link_1,link_2,link_3,link_4,link_5,link_6,link_7,link_8,link_9,link_10,link_11,link_1_url,link_2_url,link_3_url,link_4_url,link_5_url,link_6_url,link_7_url,link_8_url,link_9_url,link_10_url,link_11_url
bowden.bowden-clip,Bowden Clip,Bowden,,all_live,,,,2,voron-m4 mobius-3.1,,1,AliExpress,,Bowden Clips,Worth getting spares,,,,,,,,,,1,2,,,,,,,TriangleLab,,,,,,,,,,,https://www.aliexpress.com/item/32892392365.html,,,,,,,,,,
bowden.bowden-fitting,Bowden Fitting,Bowden,,all_live,,,,6,voron-0.2 voron-m4 mobius-3.1 jetpack voron-0 voron-0.1,voron-0.2,2,AliExpress,,,"bowden only, one for the hotend one for the Pocketwatch / This is the only known source of these, buy some spares / on for the hotend one for the Pocketwatch",,,2,,,,,,,1,2,1,2,2,,,,TriangleLab,TriangleLab,,,,,,,,,,https://s.click.aliexpress.com/e/_dZNWAU4,https://www.aliexpress.com/item/32934148155.html,,,,,,,,,
bowden.bowden-tube-4mm-od-3mm-id,Bowden Tube 4mm OD/3mm ID,Bowden,,none_live,,,,1,jetpack,,0,,,,,,,,,,,,,,,,3m,,,,,,,,,,,,,,,,,,,,,,,,,,,
bowden.bowden-tubing-4mmod-2mmid-1-meter,Bowden Tubing 4mmOD 2mmID (1 meter),Bowden,,partial,,,,3,voron-0.2 voron-0 voron-0.1,voron-0.2,2,AliExpress,,,"if you are going direct drive using 4mmODx3mmID ptfe tubing can reduce drag on the filament, if you are going bowden use 2mm ID tubing",,,1,,,,,,,,,,1,1,,,,Aliexpress,Aliexpress (4mmx3mm),,,,,,,,,,https://s.click.aliexpress.com/e/_dY9tW7w,https://s.click.aliexpress.com/e/_DlmJrQ7,,,,,,,,,
buildplate.aluminum-build-plate-mic6-atp-5-jig-plate-etc-5-16in-or-8mm-depending-on-whats-available-in-your-country.v2,Aluminum Build Plate (MIC6/ATP-5/Jig Plate/etc) (5/16in or 8mm depending on whats available in your country),Buildplate,,all_live,v2,,,2,voron-2.4 voron-2.2,voron-2.4,1,clever3d.de,,,"Thicker material is fine too, just keep in mind your heat up times will greatly increase",1@250; 1@300; 1@350,,,,,,,,,,,,,,,,1@250; 1@300; 1@350,Clever3D.de,,,,,,,,,,,https://clever3d.de/epages/7a4290fc-7c7f-46cc-9b99-eadef22228e2.sf/en_US?ObjectPath=%2FShops%2F7a4290fc-7c7f-46cc-9b99-eadef22228e2%2FProducts%2FAluGuss8mm,,,,,,,,,,
buildplate.aluminum-build-plate-mic6-atp-5-jig-plate-etc-5-16in-or-8mm-depending-on-whats-available-in-your-country.voron-trident,Aluminum Build Plate (MIC6/ATP-5/Jig Plate/etc) (5/16in or 8mm depending on whats available in your country),Buildplate,,all_live,voron-trident,,,1,voron-trident,voron-trident,2,mandalaroseworks.com | clever3d.de,,,"Thicker material is fine too, just keep in mind your heat up times will greatly increase",,"10x10""@250; 12x12""@300; 14x14""@350",,,,,,,,,,,,,,,,Mandala Rose Works,Clever3D.de,,,,,,,,,,https://www.mandalaroseworks.com/shop/voron,https://clever3d.de/epages/7a4290fc-7c7f-46cc-9b99-eadef22228e2.sf/en_US?ObjectPath=%2FShops%2F7a4290fc-7c7f-46cc-9b99-eadef22228e2%2FProducts%2FAluGuss8mm,,,,,,,,,
buildplate.aluminum-build-plate-mic6-atp-5-jig-plate-etc-5-16in-or-8mm-depending-on-whats-available-in-your-country.v1,Aluminum Build Plate (MIC6/ATP-5/Jig Plate/etc) (5/16in or 8mm depending on whats available in your country),Buildplate,,all_live,v1,,,2,voron-1.8 voron-1.6.2,,1,clever3d.de,,,"Thicker material is fine too, just keep in mind your heat up times will greatly increase",,,,,,,,,,,,,,,"10x10""@250; 12x12""@300",1,,Clever3D.de,,,,,,,,,,,https://clever3d.de/epages/7a4290fc-7c7f-46cc-9b99-eadef22228e2.sf/en_US?ObjectPath=%2FShops%2F7a4290fc-7c7f-46cc-9b99-eadef22228e2%2FProducts%2FAluGuss8mm,,,,,,,,,,
buildplate.aluminum-build-plate-mic6-atp-5-jig-plate-etc-120x120mm-4-75inx4-75in-1-4in-or-6mm-depending-on-whats-available-in-your-country.v0,Aluminum Build Plate (MIC6/ATP-5/Jig Plate/etc) 120x120mm (4.75inx4.75in) (1/4in or 6mm depending on whats available in your country),Buildplate,,all_live,v0,,,3,voron-0.2 voron-0 voron-0.1,voron-0.2,1,clever3d.de,Local material supplier,,"Thicker material is fine too, just keep in mind your heat up times will greatly increase and youll lose z heght for however much thicker you go",,,1,,,,,,,,,,1,1,,,,Clever3D.de,,,,,,,,,,,https://clever3d.de/epages/7a4290fc-7c7f-46cc-9b99-eadef22228e2.sf/en_US?ObjectPath=%2FShops%2F7a4290fc-7c7f-46cc-9b99-eadef22228e2%2FProducts%2FAluGuss8mm,,,,,,,,,,
buildplate.high-temperature-magnet,High Temperature Magnet,Buildplate,,partial,,,,1,optional-parts,optional-parts,1,McMaster-Carr,,,,,,,,,,optional,,,,,,,,,,,McMaster-Carr,,,,,,,,,,,https://www.mcmaster.com/7301T25/,,,,,,,,,,
buildplate.magnetic-sheet-pei-optional,Magnetic Sheet + PEI (optional),Buildplate,,all_live,,,,1,voron-2.4,voron-2.4,1,AliExpress,,,,1,,,,,,,,,,,,,,,,,Aliexpress,,,,,,,,,,,https://www.aliexpress.com/item/2251832800625551.html,,,,,,,,,,
buildplate.magnetic-sheet-for-spring-steel-plate-120x120-optional,Magnetic sheet for spring steel plate 120x120 (OPTIONAL),Buildplate,,all_live,,,,2,voron-0.2 voron-0.1,voron-0.2,1,McMaster-Carr,,,,,,1,,,,,,,,,,,1,,,,Mcmaster Carr,,,,,,,,,,,https://www.mcmaster.com/7301T21/,,,,,,,,,,
buildplate.pei-3m-468p-200mp,PEI + 3M 468P (200MP),Buildplate,,partial,,,,8,voron-2.4 voron-trident voron-0.2 voron-0 voron-0.1 voron-1.8 voron-1.6.2 voron-2.2,voron-2.4 voron-trident voron-0.2,4,catalog.cshyde.com,,,if you go with the flex plate you dont need extra PEI,1@250; 1@300; 1@350,,1,,,,,,,,,,1,1,,1,1@250; 1@300; 1@350,CSHyde (Trim),CSHyde,CS Hyde,CSHyde,,,,,,,,https://catalog.cshyde.com/item/pei-ultem/int-surface-10-mil-ultem-pei-w-3m-acrylic-adhesive/36-10a-3d-9-84-12-40,https://catalog.cshyde.com/item/pei-ultem/int-surface-10-mil-ultem-pei-w-3m-acrylic-adhesive/36-10a-3d-12x12,https://catalog.cshyde.com/item/pei-sheet-3d-printing-build-surface/10-mil-ultem-pei-w-3m-acrylic-adhesive/36-10a-3d-4-7x4-7,https://catalog.cshyde.com/item/pei-ultem/int-surface-10-mil-ultem-pei-w-3m-acrylic-adhesive/36-10a-3d-14x14,,,,,,,
buildplate.prusa-mk3-y-carrier,Prusa MK3 Y Carrier,Buildplate,,all_live,,,,1,voron-switchwire,voron-switchwire,2,AliExpress | Printed Solid,X,,,,,,1,,,,,,,,,,,,,,AliExpress,Printed Solid,,,,,,,,,,https://s.click.aliexpress.com/e/_d7QoTpE,https://www.printedsolid.com/products/ldo-y-carriage-for-mk3?variant=32431285043285,,,,,,,,,
buildplate.prusa-mk52-heated-bed-24v,Prusa MK52 Heated Bed - 24V,Buildplate,,all_live,,,,1,voron-switchwire,voron-switchwire,1,AliExpress,X,,Option 1: Heated bed only; Option 2: heated bed + Double sided Textured PEI Spring,,,,1,,,,,,,,,,,,,,AliExpress,,,,,,,,,,,https://s.click.aliexpress.com/e/_dVSICze,,,,,,,,,,
buildplate.silicone-ac-120v-240v-heater-100x100mm-100w,Silicone AC 120V/240V Heater 100x100mm 100W,Buildplate,,partial,,,,1,voron-0,,1,keenovo.store,,,,,,,,,,,,,,,,1,,,,,Keenovo,,,,,,,,,,,https://keenovo.store/collections/standard-keenovo-silicone-heaters/products/keenovo-square-silicone-heater-3d-printer-build-plate-heatbed-heating-pad?variant=8324020666423,,,,,,,,,,
buildplate.silicone-ac-heater-200x200mm,Silicone AC Heater 200x200mm,Buildplate,,all_live,,,,5,voron-2.4 voron-trident voron-1.8 voron-1.6.2 voron-2.2,voron-2.4 voron-trident,2,keenovo.store,,,"The heater size and power rating are not critical to have exactly at spec. The mat needs to be smaller than the bed so you have room for mounting hardware and an external thermal fuse. If the mat is underpowered, it will take longer to heat your bed. If it is overpowered, you can use firmware control to have it use less power. Using an overpowered heater at max power will heat your bed faster but make it more prone to warping. Choose an AC voltage suitable for your region. you do not need a thermoSTAT / The heater size and power rating are not critical to have exactly at spec. The mat needs to be smaller than the bed so you have room for mounting hardware and an external thermal fuse. If the mat is underpowered, it will take longer to heat your bed. If it is overpowered, you can use firmware control to have it use less power. Using an overpowered heater at max power will heat your bed faster but make it more prone to warping. Choose an AC voltage suitable for your region. / use the heater specd in the link for your specific build",1@250,,,,,,,,,,,,,,,1,1@250,Keenovo (120v),Keenovo (220v),,,,,,,,,,https://keenovo.store/collections/standard-keenovo-silicone-heaters/products/keenovo-square-silicone-heater-3d-printer-build-plate-heatbed-heating-pad?variant=8324020731959,https://keenovo.store/collections/standard-keenovo-silicone-heaters/products/keenovo-square-silicone-heater-3d-printer-build-plate-heatbed-heating-pad?variant=8324020764727,,,,,,,,,
buildplate.silicone-ac-heater-240x240mm,Silicone AC Heater 240x240mm,Buildplate,,all_live,,,,3,voron-trident voron-1.8 voron-2.2,voron-trident,2,keenovo.store,,,,,,,,,,,,,,,,,,,,1@300,Keenovo (120v),Keenovo (220v),,,,,,,,,,https://keenovo.store/collections/standard-keenovo-silicone-heaters/products/keenovo-square-silicone-heater-3d-printer-build-plate-heatbed-heating-pad?variant=8324020928567,https://keenovo.store/collections/standard-keenovo-silicone-heaters/products/keenovo-square-silicone-heater-3d-printer-build-plate-heatbed-heating-pad?variant=8324020961335,,,,,,,,,
buildplate.silicone-ac-heater-250x250mm,Silicone AC Heater 250x250mm,Buildplate,,all_live,,,,1,voron-2.4,voron-2.4,2,keenovo.store,,,,1@300,,,,,,,,,,,,,,,,,Keenovo (120v),Keenovo (220v),,,,,,,,,,https://keenovo.store/collections/standard-keenovo-silicone-heaters/products/keenovo-square-silicone-heater-3d-printer-build-plate-heatbed-heating-pad?variant=8324020928567,https://keenovo.store/collections/standard-keenovo-silicone-heaters/products/keenovo-square-silicone-heater-3d-printer-build-plate-heatbed-heating-pad?variant=8324020961335,,,,,,,,,
buildplate.silicone-ac-heater-300x300mm,Silicone AC Heater 300x300mm,Buildplate,,all_live,,,,3,voron-2.4 voron-trident voron-2.2,voron-2.4 voron-trident,2,keenovo.store,,,,1@350,,,,,,,,,,,,,,,,1@350,Keenovo (120v),Keenovo (220v),,,,,,,,,,https://keenovo.store/collections/standard-keenovo-silicone-heaters/products/keenovo-square-silicone-heater-3d-printer-build-plate-heatbed-heating-pad?variant=8324021092407,https://keenovo.store/collections/standard-keenovo-silicone-heaters/products/keenovo-square-silicone-heater-3d-printer-build-plate-heatbed-heating-pad?variant=8324021125175,,,,,,,,,
buildplate.silicone-dc-24v-heater-100x100mm-60w,Silicone DC 24V Heater 100x100mm 60W,Buildplate,,all_live,,,,2,voron-0.2 voron-0.1,voron-0.2,1,keenovo.store,,,,,,1,,,,,,,,,,,1,,,,Keenovo,,,,,,,,,,,https://keenovo.store/collections/standard-keenovo-silicone-heaters/products/keenovo-square-silicone-heater-3d-printer-build-plate-heatbed-heating-pad?variant=33194097803404,,,,,,,,,,
buildplate.spring-steel-bed-kit-with-pei-and-magnet,Spring Steel Bed Kit with PEI and Magnet,Buildplate,,partial,,,,1,optional-parts,optional-parts,1,AliExpress,,,,,,,,,,optional@230; optional@250; optional@300; optional@350,,,,,,,,,,,Powdercoated PEI,,,,,,,,,,,https://www.aliexpress.com/item/4000138916012.html,,,,,,,,,,
buildplate.spring-steel-flex-buildplate-120x120mm-optional,Spring Steel Flex Buildplate 120x120mm (OPTIONAL),Buildplate,,all_live,,,,3,voron-0.2 voron-0 voron-0.1,voron-0.2,1,AliExpress,,,"pick texture option for texture plate with smooth on opposite side, smooth option is smooth on both sides, ""base"" refers to the magnet which is not very good, better to buy a stronger 3rd party one",,,1,,,,,,,,,,1,1,,,,Aliexpress,,,,,,,,,,,https://s.click.aliexpress.com/e/_dXbCEmC,,,,,,,,,,
buildplate.spring-steel-sheet-for-prusa-mk52-bed-included-with-tl-heated-bed,Spring Steel Sheet for Prusa MK52 Bed (included with TL Heated Bed),Buildplate,,no_links,,,,1,voron-switchwire,voron-switchwire,0,,X,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buildplate.yellow-die-springs-8x4x20mm,yellow die springs 8x4x20mm,Buildplate,,partial,,,,4,voron-0.2 voron-0 voron-0.1 voron-1.8,voron-0.2,2,AliExpress | Amazon,,,,,,3,,,,,,,,,,3,3,1,,,Aliexpress,Amazon [Affilaite Link],,,,,,,,,,https://s.click.aliexpress.com/e/_dUTJIFD,https://amzn.to/2KGsHzJ,,,,,,,,,
cables.10x11-cable-chain-openable-1m,10x11 Cable Chain - Openable (1m),Cables,,partial,,,,1,voron-switchwire,voron-switchwire,1,Amazon,,,"X Chain - 18 Links, Y Chain - 15 Links, Z Chain - 26 Links",,,,2,,,,,,,,,,,,,,Amazon,,,,,,,,,,,https://www.amazon.com/dp/B07QLGWQ1L,,,,,,,,,,
cables.10x11mm-1-meter-with-2-end-sets-2-fixed-end-2-free-end-r18-18mm-radius,"10x11mm - 1 meter with 2 end sets (2 fixed end, 2 free end), R18 (18mm radius)",Cables,,partial,,,,1,voron-1.8,,1,Amazon,,,,,,,,,,,,,,,,,,1,,,Amazon,,,,,,,,,,,https://www.amazon.com/dp/B07QLGWQ1L,,,,,,,,,,
cables.10x11mm-1-meter-with-3-end-sets-3-fixed-end-3-free-end-r18-18mm-radius,"10x11mm - 1 meter with 3 end sets (3 fixed end, 3 free end), R18 (18mm radius)",Cables,,partial,,,,1,voron-trident,voron-trident,1,Amazon,,,"Requires a total of 3 end sets, X,Y,Z all need a piece of chain with end links, total length of all the chain is 1 meter",,1,,,,,,,,,,,,,,,,Amazon,,,,,,,,,,,https://www.amazon.com/dp/B07QLGWQ1L,,,,,,,,,,
cables.16awg-silicone-cable-10ft-total,16AWG Silicone Cable (10ft total),Cables,,none_live,,,,1,voron-switchwire,voron-switchwire,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cables.18awg-ptfe-wire-wire-10ft-total,18AWG PTFE wire wire (10ft total),Cables,,none_live,,,,1,voron-trident,voron-trident,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cables.18awg-silicone-cable-10ft-total,18AWG Silicone Cable (10ft total),Cables,,all_live,,,,1,voron-2.4,voron-2.4,2,Amazon | AliExpress,,,"Since Lian has 4-6 conductor ribbon cable in a few difference sizes, makes wiring a bit easier through the cable chains",1,,,,,,,,,,,,,,,,,Striveday,Striveday,,,,,,,,,,https://www.amazon.com/dp/B01LH1G2IE,https://www.aliexpress.com/item/32872395185.html,,,,,,,,,
cables.20awg-ptfe-wire-10ft-total,20AWG PTFE wire (10ft total),Cables,,none_live,,,,1,voron-trident,voron-trident,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cables.20awg-silicone-cable-10ft-total,20AWG Silicone Cable (10ft total),Cables,,all_live,,,,1,voron-switchwire,voron-switchwire,2,AliExpress | Amazon,,,,,,,1,,,,,,,,,,,,,,Striveday,Striveday,,,,,,,,,,https://www.aliexpress.com/item/32872395185.html,https://www.amazon.com/dp/B01LH1G2IE,,,,,,,,,
cables.20awg-silicone-cable-25ft-total,20AWG Silicone Cable (25ft total),Cables,,none_live,,,,1,voron-1.8,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
cables.20awg-silicone-cable-50ft-total,20AWG Silicone Cable (50ft total),Cables,,none_live,,,,1,voron-2.2,,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
cables.22awg-ptfe-wire-100ft-total,22AWG PTFE wire (100ft total),Cables,,none_live,,,,1,voron-trident,voron-trident,0,,,,"24AWG is sufficent, however make sure it is high strand count: 7 strand wire will break in the cable chains",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cables.22awg-ptfe-wire-250ft-total,22AWG PTFE wire (250ft total),Cables,,none_live,,,,1,voron-2.4,voron-2.4,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cables.24awg-ptfe-cable-30ft-total,24AWG PTFE Cable (30ft total),Cables,,no_links,,,,1,stealthburner,stealthburner,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cables.24awg-silicone-cable-100ft-total,24AWG Silicone Cable (100ft total),Cables,,all_live,,,,1,voron-switchwire,voron-switchwire,2,AliExpress | Amazon,,,"Since Lian has 4-6 conductor ribbon cable in a few difference sizes, makes wiring a bit easier through the cable chains",,,,1,,,,,,,,,,,,,,Striveday,Striveday,,,,,,,,,,https://www.aliexpress.com/item/32872395185.html,https://www.amazon.com/dp/B01LH1G2IE,,,,,,,,,
cables.24awg-silicone-cable-120ft-total,24AWG Silicone Cable (120ft total),Cables,,partial,,,,1,voron-2.2,,2,AliExpress | Amazon,,,"Since Lian has 4-6 conductor ribbon cable in a few difference sizes, makes wiring a bit easier through the cable chains",,,,,,,,,,,,,,,,,1,Striveday,Striveday,,,,,,,,,,https://www.aliexpress.com/item/32872395185.html,https://www.amazon.com/dp/B01LH1G2IE,,,,,,,,,
cables.24awg-silicone-cable-50ft-total,24AWG Silicone Cable (50ft total),Cables,,partial,,,,1,voron-1.8,,2,AliExpress | Amazon,,,"Since Lian has 4-6 conductor ribbon cable in a few difference sizes, makes wiring a bit easier through the cable chains. Always buy extras, lengths are approximate",,,,,,,,,,,,,,,1,,,Striveday,Striveday,,,,,,,,,,https://www.aliexpress.com/item/32872395185.html,https://www.amazon.com/dp/B01LH1G2IE,,,,,,,,,
cables.2mmx100mm-zip-ties,2mmx100mm zip ties,Cables,,all_live,,,,2,voron-0.2 voron-0.1,voron-0.2,1,AliExpress,,,,,,1,,,,,,,,,,,1,,,,Aliexpress,,,,,,,,,,,https://s.click.aliexpress.com/e/_99um6r,,,,,,,,,,
cables.30awg-ptfe-cable-3ft-total,30AWG PTFE Cable (3ft total),Cables,,no_links,,,,1,stealthburner,stealthburner,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cables.7mm-x-7mm-cable-chain-less-than-1-2-meter-needed,7mm x 7mm cable chain (less than 1/2 meter needed),Cables,,all_live,,,,3,voron-0.2 voron-0 voron-0.1,voron-0.2,1,Amazon,printed belt chain,,,,,1,,,,,,,,,,1,1,,,,Amazon [Affiliate Link],,,,,,,,,,,https://amzn.to/2VIUE08,,,,,,,,,,
cables.dupont-2-pin-connector,Dupont 2 Pin Connector,Cables,,no_links,,,,2,voron-trident voron-1.8,voron-trident,0,,,,For feeding power into the Pi,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
cables.dupont-connector-plug-2-position,DuPont Connector Plug 2 Position,Cables,,all_live,,,,1,voron-2.2,,1,Digi-Key,,,,,,,,,,,,,,,,,,,,4,Digikey,,,,,,,,,,,https://www.digikey.com/product-detail/en/amphenol-icc-fci/65039-035ELF/609-5483-ND/4272534,,,,,,,,,,
cables.dupont-connector-plug-3-position,DuPont Connector Plug 3 Position,Cables,,all_live,,,,1,voron-2.2,,1,Digi-Key,,,,,,,,,,,,,,,,,,,,4,Digikey,,,,,,,,,,,https://www.digikey.com/product-detail/en/amphenol-icc-fci/65039-034ELF/609-5482-ND/4272533,,,,,,,,,,
cables.dupont-connector-plug-4-position,DuPont Connector Plug 4 Position,Cables,,all_live,,,,1,voron-2.2,,1,Digi-Key,,,,,,,,,,,,,,,,,,,,4,Digikey,,,,,,,,,,,https://www.digikey.com/product-detail/en/amphenol-icc-fci/65039-033ELF/609-5481-ND/4272532,,,,,,,,,,
cables.dupont-female-pin,Dupont Female Pin,Cables,,all_live,,,,3,voron-trident voron-1.8 voron-2.2,voron-trident,2,Digi-Key | Amazon,,DuPont Female Pin,"for RAMPs boards only, see optional parts for other controllers",,2,,,,,,,,,,,,,2,,40,Digikey,Amazon,,,,,,,,,,https://www.digikey.com/product-detail/en/amphenol-icc-fci/47649-000LF/609-3614-1-ND/2044035,https://www.amazon.com/dp/B01G0I0ZZK,,,,,,,,,
cables.fork-spade-terminal,Fork Spade Terminal,Cables,,all_live,,,,5,voron-2.4 voron-trident voron-switchwire voron-1.8 voron-2.2,voron-2.4 voron-trident voron-switchwire,1,Digi-Key,,,for power supply and SSR / for power supply,15,,,15,,,,,,,,,,,,,15,Digikey,,,,,,,,,,,https://www.digikey.com/products/en,,,,,,,,,,
cables.igus-e2-100-10-12pz-chain-ends,IGUS E2-100-10-12PZ Chain Ends,Cables,,no_links,,,,1,voron-2.4,voron-2.4,0,,,,X/Y Chain End link sets,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cables.igus-e2-15-10-028-0-chain,IGUS E2-15-10-028-0 Chain,Cables,,no_links,,,,1,voron-2.4,voron-2.4,0,,,,"Z Chain, (250 - 22 links) (300 - 25 links) (350 - 28 links) *adjust travel distance untill desired number of links is shown*",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cables.igus-e2-150-10-12pz-chain-ends,IGUS E2-150-10-12PZ Chain Ends,Cables,,no_links,,,,1,voron-2.4,voron-2.4,0,,,,Z Chain End link sets,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cables.igus-e2i-10-10-018-0-chain,IGUS E2i-10-10-018-0 Chain,Cables,,no_links,,,,1,voron-2.4,voron-2.4,0,,,,X/Y Chain (250 - 16 links) (300 - 19 links) (350 - 21 links) *adjust travel distance untill desired number of links is shown*,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cables.insulated-crimp-receptical,Insulated Crimp Receptical,Cables,,all_live,,,,8,voron-2.4 voron-trident voron-0.2 voron-switchwire voron-0 voron-0.1 voron-1.8 voron-2.2,voron-2.4 voron-trident voron-0.2 voron-switchwire,2,Digi-Key,direct solder,,for Power Inlet (6.35mm) / for connecting to AC power inlet / for connecting to crydom ssr,10,,4,10,,,,,,,,,4,4,,,10,Digikey,Digikey,,,,,,,,,,https://www.digikey.com/products/en,https://www.digikey.com/product-detail/en/te-connectivity-amp-connectors/2-520181-2/A27804TR-ND/289246,,,,,,,,,
cables.jst-connectors-2pin-3pin-4pin,"JST connectors (2pin,3pin,4pin)",Cables,,partial,,,,1,voron-0,,1,Amazon,,,,,,,,,,,,,,,,1,,,,,Amazon [Affiliate Link],,,,,,,,,,,https://amzn.to/2W3RSl6,,,,,,,,,,
cables.jst-connectors-2pin-3pin-4pin-5pin,"JST connectors (2pin,3pin,4pin,5pin)",Cables,,all_live,,,,2,voron-0.2 voron-0.1,voron-0.2,1,Amazon,,,,,,1,,,,,,,,,,,1,,,,Amazon [Affiliate Link],,,,,,,,,,,https://amzn.to/2W3RSl6,,,,,,,,,,
cables.jst-xh-connector-plug-2-position,JST-XH Connector Plug 2 Position,Cables,,all_live,,,,4,voron-2.4 voron-trident voron-switchwire voron-1.8,voron-2.4 voron-trident voron-switchwire,1,Digi-Key,Molex for Einsy,,,4,4,,4,,,,,,,,,,,4,,,Digikey,,,,,,,,,,,https://www.digikey.com/product-detail/en/amphenol-icc-fci/65039-035ELF/609-5483-ND/4272534,,,,,,,,,,
cables.jst-xh-connector-plug-3-position,JST-XH Connector Plug 3 Position,Cables,,all_live,,,,4,voron-2.4 voron-trident voron-switchwire voron-1.8,voron-2.4 voron-trident voron-switchwire,1,Digi-Key,Molex for Einsy,,,4,4,,4,,,,,,,,,,,4,,,Digikey,,,,,,,,,,,https://www.digikey.com/product-detail/en/amphenol-icc-fci/65039-034ELF/609-5482-ND/4272533,,,,,,,,,,
cables.jst-xh-connector-plug-4-position,JST-XH Connector Plug 4 Position,Cables,,all_live,,,,4,voron-2.4 voron-trident voron-switchwire voron-1.8,voron-2.4 voron-trident voron-switchwire,1,Digi-Key,Molex for Einsy,,,4,5,,4,,,,,,,,,,,5,,,Digikey,,,,,,,,,,,https://www.digikey.com/product-detail/en/amphenol-icc-fci/65039-033ELF/609-5481-ND/4272532,,,,,,,,,,
cables.jst-xh-female-pin,JST-XH Female Pin,Cables,,partial,,,,4,voron-2.4 voron-trident voron-switchwire voron-1.8,voron-2.4 voron-trident voron-switchwire,3,Digi-Key | Amazon,Molex for Einsy,,"Most modern boards use JST XH connectors for fan, stepper, thermistor, and endstop connections, but be sure to check the documentation for your board. / for SKR boards only, see optional parts for other controllers / for RAMPs boards only, see optional parts for other controllers",40,40,,40,,,,,,,,,,,40,,,Digikey,Amazon,Amazon,,,,,,,,,https://www.digikey.com/product-detail/en/amphenol-icc-fci/47649-000LF/609-3614-1-ND/2044035,https://www.amazon.com/dp/B015Y6JOUG,https://www.amazon.com/dp/B01G0I0ZZK,,,,,,,,
cables.microfit-connector-plug-2-position-43640-0201,MicroFit Connector Plug 2 Position (43640-0201),Cables,,all_live,,,,5,voron-2.4 voron-trident voron-switchwire voron-1.8 voron-2.2,voron-2.4 voron-trident voron-switchwire,1,Digi-Key,,,,6,,,6,,,,,,,,,,,,,6,Digikey,,,,,,,,,,,https://www.digikey.com/products/en,,,,,,,,,,
cables.microfit-connector-plug-3-position-43640-0301,MicroFit Connector Plug 3 Position (43640-0301),Cables,,all_live,,,,6,voron-2.4 voron-trident voron-switchwire stealthburner voron-1.8 voron-2.2,voron-2.4 voron-trident voron-switchwire stealthburner,1,Digi-Key,,MicroFit3 Connector Plug 3 Position,,1,,,1,,1,,,,,,,,,,,1,Digikey,,,,,,,,,,,https://www.digikey.com/products/en,,,,,,,,,,
cables.microfit-connector-plug-4-position-43640-0401,MicroFit Connector Plug 4 Position (43640-0401),Cables,,all_live,,,,5,voron-2.4 voron-trident voron-switchwire voron-1.8 voron-2.2,voron-2.4 voron-trident voron-switchwire,1,Digi-Key,,,,4,,,4,,,,,,,,,,,,,4,Digikey,,,,,,,,,,,https://www.digikey.com/products/en,,,,,,,,,,
cables.microfit-connector-plug-8-position-43025-0800,MicroFit Connector Plug 8 Position (43025-0800),Cables,,none_live,,,,1,optional-parts,optional-parts,0,,,,Use on Toolhead if you want one connector,,,,,,,optional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cables.microfit-connector-receptacle-2-position-43645-0200,MicroFit Connector Receptacle 2 Position (43645-0200),Cables,,all_live,,,,5,voron-2.4 voron-trident voron-switchwire voron-1.8 voron-2.2,voron-2.4 voron-trident voron-switchwire,1,Digi-Key,,,,6,,,6,,,,,,,,,,,,,6,Digikey,,,,,,,,,,,https://www.digikey.com/products/en,,,,,,,,,,
